,Normal_Samples,Exponential_Samples,Bimodal_Samples
37253,57.31,6.18,40.0
37254,58.95,6.09,17.07
37255,31.22,6.4,90.97
37256,47.12,4.54,26.28
37257,51.06,1.7,32.83
37258,55.1,3.5,33.43
37259,47.42,18.96,39.77
37260,42.83,10.17,24.01
37261,38.43,2.92,105.61
37262,52.07,12.32,12.87
37263,50.7,13.1,21.85
37264,53.49,18.56,8.21
37265,39.88,3.61,84.49
37266,72.84,2.42,35.35
37267,41.82,1.35,49.11
37268,50.14,16.73,13.32
37269,42.77,9.12,26.74
37270,53.29,1.4,31.01
37271,51.47,14.88,23.71
37272,59.94,18.44,39.37
37273,42.49,1.31,29.74
37274,36.85,10.24,28.03
37275,61.83,9.06,31.21
37276,55.28,1.92,29.27
37277,51.08,8.99,33.05
37278,49.25,8.75,32.74
37279,43.33,5.06,45.01
37280,53.46,11.18,39.87
37281,47.98,4.59,22.87
37282,60.37,8.11,27.35
37283,50.95,1.67,32.08
37284,37.93,3.64,36.22
37285,57.69,2.22,28.45
37286,47.5,1.7,15.65
37287,60.06,17.03,28.46
37288,50.43,6.34,29.09
37289,50.16,2.85,10.23
37290,42.23,3.65,35.59
37291,59.51,4.18,36.27
37292,65.57,6.66,25.2
37293,51.45,15.18,27.15
37294,42.11,5.85,38.74
37295,44.12,19.17,32.01
37296,67.2,14.08,96.16
37297,44.26,12.73,18.08
37298,49.27,2.32,14.3
37299,39.75,6.8,27.29
37300,35.63,24.54,22.73
37301,51.07,3.25,26.93
37302,49.68,11.69,23.49
37303,56.12,7.98,24.53
37304,43.7,9.61,37.99
37305,60.14,6.7,33.26
37306,41.29,28.64,37.45
37307,35.24,2.39,35.21
37308,57.1,6.73,45.06
37309,50.5,8.31,43.19
37310,36.4,18.08,34.44
37311,47.28,1.69,32.73
37312,58.69,3.2,23.73
37313,51.89,14.31,36.53
37314,61.68,1.85,30.24
37315,40.88,10.83,35.98
37316,43.77,13.85,26.23
37317,55.95,3.98,35.35
37318,56.44,1.97,94.52
37319,57.73,8.98,36.86
37320,65.08,10.86,105.54
37321,37.19,2.43,29.31
37322,37.04,23.46,34.32
37323,65.33,45.24,27.22
37324,42.92,21.16,106.41
37325,54.77,5.66,32.92
37326,53.22,12.21,27.76
37327,74.54,2.44,102.15
37328,45.08,2.99,35.72
37329,41.69,13.47,19.53
37330,35.89,2.65,39.92
37331,60.94,3.13,31.99
37332,48.83,38.51,24.8
37333,39.6,5.9,23.28
37334,53.98,1.29,31.75
37335,47.05,20.98,32.84
37336,49.15,8.19,18.13
37337,29.79,12.79,32.27
37338,44.54,13.07,22.85
37339,53.11,12.93,25.92
37340,50.44,14.78,40.56
37341,54.23,21.44,30.39
37342,46.35,3.47,97.17
37343,54.74,7.09,26.28
37344,56.77,5.4,21.35
37345,41.03,23.68,36.23
37346,49.28,9.53,18.96
37347,54.92,10.18,113.2
37348,45.49,11.63,29.86
37349,51.03,11.78,30.77
37350,42.2,5.38,18.04
37351,45.79,6.68,39.89
37352,45.48,1.6,37.77
37353,60.32,2.18,29.54
37354,50.08,3.77,36.33
37355,21.26,33.03,22.83
37356,56.31,8.82,22.24
37357,42.78,12.34,28.56
37358,54.6,5.7,33.11
37359,39.14,14.35,31.35
37360,56.43,4.16,33.36
37361,41.02,6.42,47.8
37362,44.86,21.09,27.57
37363,39.59,37.67,19.48
37364,49.81,12.95,25.41
37365,41.62,14.51,2.73
37366,50.78,6.51,30.99
37367,56.11,9.82,28.17
37368,71.01,1.8,37.34
37369,45.09,1.31,31.48
37370,49.67,4.61,34.78
37371,38.15,2.78,33.93
37372,61.85,6.9,105.35
37373,56.43,3.93,28.52
37374,58.69,14.47,35.82
37375,57.05,12.78,15.91
37376,53.36,8.23,17.24
37377,60.78,18.34,35.69
37378,45.33,16.82,39.07
37379,65.84,50.67,26.5
37380,47.98,11.72,32.73
37381,38.93,29.06,32.02
37382,55.31,11.31,39.84
37383,27.64,17.86,34.28
37384,36.44,19.4,94.64
37385,49.25,23.08,17.3
37386,52.03,2.1,18.39
37387,31.33,16.26,32.34
37388,44.33,5.0,23.08
37389,34.43,9.83,31.82
37390,46.29,9.21,32.24
37391,54.98,1.55,36.71
37392,46.36,6.33,39.84
37393,65.18,5.89,28.77
37394,56.34,1.6,30.52
37395,46.9,6.53,17.08
37396,57.99,5.67,20.34
37397,62.1,4.83,27.03
37398,54.76,1.61,18.95
37399,38.09,6.06,39.71
37400,48.24,2.27,39.23
37401,40.27,15.59,36.27
37402,45.23,14.84,31.39
37403,55.99,13.01,21.61
37404,46.37,15.66,36.7
37405,41.67,3.92,104.45
37406,46.83,12.55,41.49
37407,40.59,5.67,24.8
37408,34.97,39.37,33.0
37409,63.45,8.67,45.66
37410,38.27,3.67,24.62
37411,36.0,3.19,101.73
37412,30.49,2.19,17.33
37413,44.89,15.02,39.8
37414,50.46,2.66,33.72
37415,53.38,8.1,47.35
37416,65.02,12.7,101.16
37417,50.26,18.64,32.44
37418,70.37,7.44,22.6
37419,46.43,1.14,33.71
37420,56.25,1.13,14.59
37421,55.12,3.95,14.31
37422,48.08,2.47,32.46
37423,64.86,5.25,18.06
37424,38.46,9.52,34.36
37425,42.17,3.68,32.09
37426,37.07,5.94,27.77
37427,42.22,8.99,27.42
37428,54.64,26.43,32.99
37429,47.52,19.22,35.45
37430,46.18,4.14,20.42
37431,66.05,2.23,47.11
37432,36.39,21.5,32.64
37433,57.65,4.99,36.63
37434,71.98,7.43,26.07
37435,58.88,7.27,17.91
37436,48.18,6.99,21.48
37437,47.09,5.54,22.13
37438,45.28,5.65,40.92
37439,52.13,7.85,28.33
37440,39.11,9.9,37.75
37441,66.04,1.19,27.27
37442,61.62,5.93,33.46
37443,52.89,1.92,41.24
37444,52.54,4.71,34.25
37445,52.87,14.93,104.42
37446,54.05,5.32,113.25
37447,51.77,4.38,44.43
37448,41.3,5.47,27.69
37449,19.51,5.93,22.08
37450,53.3,4.52,37.05
37451,37.5,13.56,36.37
37452,49.89,15.61,41.15
37453,46.89,14.06,24.34
37454,72.29,11.22,33.46
37455,39.6,10.63,22.97
37456,44.43,3.98,30.28
37457,46.64,1.04,35.78
37458,51.99,3.93,32.54
37459,47.36,6.78,23.14
37460,41.29,27.52,26.01
37461,45.37,4.45,36.63
37462,47.24,4.53,43.67
37463,48.65,5.87,34.13
37464,54.65,1.63,34.38
37465,63.98,18.99,28.84
37466,63.09,3.91,28.26
37467,46.27,12.63,45.63
37468,40.39,4.35,32.28
37469,65.39,6.57,37.67
37470,49.65,3.34,40.57
37471,53.17,31.67,39.42
37472,53.83,14.45,11.5
37473,44.96,3.85,31.13
37474,36.33,2.94,32.6
37475,55.63,6.42,90.33
37476,45.94,12.71,26.54
37477,52.71,31.55,25.32
37478,51.65,11.92,16.94
37479,49.04,23.49,36.33
37480,45.92,11.95,43.71
37481,41.81,21.35,34.52
37482,53.26,3.91,8.97
37483,40.6,14.55,26.65
37484,58.99,17.5,98.6
37485,53.04,27.93,18.92
37486,51.14,24.06,16.21
37487,70.84,9.88,23.51
37488,53.29,31.77,39.36
37489,39.46,12.4,37.98
37490,34.92,3.41,33.42
37491,56.36,12.63,24.22
37492,59.77,7.6,29.57
37493,49.3,27.74,29.74
37494,43.57,23.02,35.82
37495,54.92,2.25,36.41
37496,41.17,15.15,83.64
37497,53.55,13.87,16.45
37498,46.52,17.88,38.88
37499,56.13,3.6,105.34
37500,42.73,7.5,32.51
37501,37.34,3.45,16.1
37502,30.03,3.76,91.68
37503,43.92,3.9,23.73
37504,40.62,10.52,24.42
37505,42.85,21.85,21.87
37506,54.35,6.7,41.05
37507,46.6,6.67,21.65
37508,62.44,3.62,28.0
37509,62.18,3.76,24.91
37510,50.21,13.73,111.2
37511,51.37,21.95,42.01
37512,59.07,8.01,37.82
37513,47.11,2.65,28.04
37514,41.26,2.53,27.15
37515,67.82,8.6,35.17
37516,42.64,11.6,88.25
37517,32.84,19.22,8.8
37518,47.0,13.8,27.93
37519,58.25,7.99,35.9
37520,61.6,21.04,15.39
37521,50.37,18.78,31.6
37522,59.33,11.3,24.98
37523,31.89,34.29,35.82
37524,52.48,18.32,29.39
37525,34.06,5.77,44.22
37526,59.51,36.63,30.9
37527,38.89,14.01,104.17
37528,45.71,6.36,39.02
37529,46.94,5.76,35.01
37530,48.62,2.7,33.23
37531,49.68,3.97,25.8
37532,43.61,1.04,26.41
37533,38.12,1.63,25.2
37534,41.39,3.54,100.38
37535,51.72,12.55,25.61
37536,53.82,5.1,35.39
37537,44.95,7.43,35.63
37538,48.03,1.85,36.53
37539,25.25,4.98,22.19
37540,34.69,4.87,104.09
37541,45.35,14.85,106.92
37542,57.72,2.9,8.65
37543,57.63,4.08,102.86
37544,59.66,3.93,22.84
37545,57.93,20.33,23.52
37546,64.89,1.92,31.51
37547,58.04,8.13,29.16
37548,59.39,10.2,26.63
37549,37.14,24.98,18.53
37550,76.65,1.15,36.7
37551,42.81,30.91,22.12
37552,34.38,5.04,16.04
37553,46.2,15.89,112.05
37554,35.2,10.22,33.5
37555,72.64,2.62,41.8
37556,42.67,30.78,28.62
37557,54.46,1.2,31.0
37558,42.27,4.34,41.61
37559,57.49,5.52,37.99
37560,54.75,30.2,49.66
37561,48.09,9.22,33.12
37562,46.18,5.09,93.3
37563,42.7,20.98,45.87
37564,63.59,7.97,40.8
37565,54.36,13.12,120.6
37566,47.58,25.46,40.76
37567,45.48,2.16,21.68
37568,61.93,14.19,40.82
37569,56.36,14.75,23.84
37570,44.0,1.11,106.76
37571,47.11,16.6,41.8
37572,53.34,3.96,21.98
37573,58.43,3.54,33.54
37574,57.84,4.46,38.75
37575,53.83,6.93,29.4
37576,45.89,10.4,23.44
37577,41.16,3.98,33.86
37578,52.33,25.33,27.87
37579,50.29,7.14,28.9
37580,57.5,10.64,31.91
37581,60.44,14.7,29.26
37582,47.04,11.02,28.23
37583,25.23,15.49,19.74
37584,53.07,2.57,106.64
37585,62.87,10.55,27.02
37586,44.33,13.01,34.02
37587,45.01,2.56,50.02
37588,52.02,4.0,44.04
37589,75.98,3.51,32.98
37590,38.76,17.84,28.48
37591,67.03,3.15,16.58
37592,45.53,4.5,35.5
37593,59.6,19.98,21.79
37594,51.38,8.07,22.03
37595,45.74,2.38,30.07
37596,49.5,6.42,32.88
37597,51.2,1.18,87.78
37598,38.87,9.34,30.49
37599,47.64,12.39,41.03
37600,34.07,16.37,34.07
37601,40.42,26.66,97.0
37602,59.75,18.59,28.5
37603,53.64,9.38,29.75
37604,34.64,1.27,21.13
37605,50.69,3.33,47.91
37606,49.48,8.63,47.41
37607,60.54,9.35,24.26
37608,44.31,1.72,19.19
37609,59.85,14.34,34.15
37610,46.67,1.33,26.09
37611,56.81,2.2,23.53
37612,58.93,8.05,39.89
37613,37.96,3.64,31.37
37614,35.98,9.14,36.58
37615,47.62,25.6,24.34
37616,41.26,11.72,37.24
37617,39.03,7.65,33.8
37618,41.89,12.34,34.18
37619,59.52,3.83,24.88
37620,52.12,1.74,29.98
37621,55.3,42.08,26.83
37622,54.48,8.53,25.45
37623,59.47,16.27,20.16
37624,43.51,11.28,41.75
37625,48.56,8.84,25.93
37626,41.57,24.2,21.72
37627,51.51,32.74,28.09
37628,47.81,5.95,27.68
37629,33.84,6.22,17.25
37630,62.38,19.33,28.97
37631,49.21,1.34,23.33
37632,30.93,7.72,28.87
37633,46.23,5.45,24.05
37634,63.93,8.66,5.94
37635,51.96,1.75,35.47
37636,47.48,2.18,26.09
37637,38.59,1.79,24.69
37638,51.71,14.02,21.42
37639,40.47,1.4,37.19
37640,56.43,49.63,36.08
37641,52.13,6.85,33.12
37642,53.34,1.7,27.0
37643,52.04,6.36,33.42
37644,64.73,6.44,23.0
37645,54.86,21.57,35.68
37646,56.86,13.28,33.07
37647,42.1,2.6,22.84
37648,52.57,8.0,17.39
37649,58.29,12.39,38.96
37650,36.18,3.38,26.87
37651,54.98,6.39,32.06
37652,50.37,6.51,20.93
37653,62.11,18.2,30.62
37654,60.68,6.99,19.32
37655,57.25,22.24,41.34
37656,43.96,24.19,25.75
37657,52.41,2.27,31.13
37658,34.98,7.86,18.05
37659,45.13,9.12,30.79
37660,55.64,6.79,23.57
37661,68.77,4.52,28.08
37662,49.7,6.33,26.17
37663,48.02,3.29,101.11
37664,55.29,5.44,29.52
37665,50.39,6.56,43.47
37666,54.19,8.71,30.47
37667,54.97,16.48,30.72
37668,48.11,5.64,37.64
37669,47.26,2.36,39.6
37670,42.56,2.82,28.58
37671,25.62,45.91,84.33
37672,54.31,2.51,31.89
37673,48.17,69.93,41.56
37674,62.2,8.87,114.18
37675,56.22,23.39,37.3
37676,55.18,20.99,100.54
37677,73.57,15.01,29.9
37678,44.59,1.73,35.66
37679,41.9,3.61,27.77
37680,47.95,16.11,22.19
37681,50.74,1.05,31.51
37682,62.37,1.96,114.44
37683,34.12,5.64,36.37
37684,55.87,12.97,33.23
37685,48.31,18.38,36.44
37686,62.89,17.87,30.52
37687,48.26,11.16,20.56
37688,49.42,10.73,32.71
37689,40.47,42.81,36.74
37690,49.78,30.93,31.71
37691,48.99,4.68,35.81
37692,36.87,10.0,41.32
37693,49.59,4.31,30.43
37694,66.29,2.13,38.52
37695,49.45,5.76,22.52
37696,40.66,6.32,27.77
37697,61.79,13.51,34.41
37698,52.37,16.65,39.41
37699,64.57,1.67,44.05
37700,54.44,3.03,22.29
37701,58.1,1.77,31.28
37702,49.98,5.37,26.11
37703,46.16,15.82,29.94
37704,37.88,14.37,36.47
37705,41.86,8.09,23.84
37706,54.11,1.59,23.35
37707,60.89,6.31,18.53
37708,33.62,16.2,39.82
37709,47.83,16.35,22.8
37710,49.78,2.01,40.81
37711,36.44,6.58,20.06
37712,64.83,4.36,11.36
37713,46.58,2.68,26.68
37714,36.2,2.69,32.54
37715,61.46,1.18,35.31
37716,31.57,24.54,35.6
37717,44.35,6.08,39.37
37718,65.91,2.8,14.64
37719,43.78,24.69,30.23
37720,51.93,1.44,27.64
37721,54.42,2.16,25.59
37722,51.81,18.49,23.83
37723,49.11,27.05,100.55
37724,50.17,21.84,26.71
37725,55.01,17.63,34.87
37726,50.83,5.32,30.99
37727,52.99,8.62,33.38
37728,55.32,9.5,85.48
37729,61.7,5.03,105.07
37730,47.92,9.1,30.12
37731,43.31,1.38,30.97
37732,41.32,16.34,84.42
37733,41.48,12.31,19.61
37734,64.77,3.14,16.47
37735,46.93,8.22,37.62
37736,51.66,3.17,33.16
37737,61.76,8.59,26.79
37738,49.62,29.94,33.92
37739,46.03,9.86,36.44
37740,35.31,12.01,24.87
37741,41.61,11.96,17.27
37742,55.75,4.47,32.57
37743,50.93,4.74,38.22
37744,49.36,8.09,24.04
37745,51.19,9.49,29.09
37746,51.26,11.63,101.04
37747,48.31,7.62,15.59
37748,54.49,29.89,45.36
37749,48.81,5.73,22.35
37750,55.87,4.26,17.19
37751,41.57,23.94,41.27
37752,38.3,12.47,29.97
37753,48.01,1.22,27.69
37754,50.53,7.7,24.91
37755,46.98,5.74,40.05
37756,51.97,4.34,19.4
37757,48.96,4.96,47.18
37758,50.97,10.79,32.41
37759,55.94,17.74,24.56
37760,48.68,5.08,25.87
37761,63.36,15.56,27.14
37762,51.38,21.45,26.22
37763,53.65,33.86,114.18
37764,47.11,2.08,42.01
37765,43.94,3.94,99.45
37766,53.01,8.6,38.7
37767,55.98,2.99,18.53
37768,41.91,7.01,45.7
37769,36.49,13.63,31.03
37770,56.28,9.12,21.43
37771,38.69,1.77,22.75
37772,53.77,13.48,24.62
37773,36.88,12.1,32.7
37774,41.29,14.6,26.87
37775,66.49,18.41,40.48
37776,50.03,16.08,24.35
37777,54.46,4.98,110.49
37778,45.72,2.09,39.56
37779,61.87,16.2,26.83
37780,64.36,13.32,20.64
37781,44.86,16.11,28.85
37782,49.6,4.61,19.11
37783,27.28,13.65,46.12
37784,46.94,9.11,39.14
37785,25.38,24.58,41.34
37786,49.68,5.23,26.65
37787,62.46,1.23,45.73
37788,54.28,9.38,21.55
37789,54.11,4.59,27.95
37790,30.88,3.24,93.31
37791,34.13,13.18,28.46
37792,57.44,24.57,42.09
37793,36.77,1.9,28.32
37794,41.59,11.04,28.19
37795,46.18,2.12,30.47
37796,59.54,21.47,33.84
37797,36.03,10.15,85.35
37798,41.89,4.01,26.64
37799,45.04,4.9,86.52
37800,68.82,26.16,23.61
37801,51.98,23.58,32.04
37802,51.8,6.98,35.29
37803,29.73,1.73,28.62
37804,74.32,4.48,19.41
37805,52.65,6.33,22.45
37806,47.83,5.13,43.23
37807,64.38,8.89,16.92
37808,36.6,7.65,24.69
37809,38.49,11.44,31.5
37810,44.7,8.41,26.95
37811,61.22,8.49,27.05
37812,72.88,1.65,45.94
37813,62.99,9.61,29.47
37814,29.67,20.52,22.82
37815,34.86,13.8,26.76
37816,23.45,18.72,33.89
37817,48.48,2.46,22.38
37818,38.15,6.11,108.84
37819,46.93,38.95,27.45
37820,35.62,11.78,30.73
37821,42.98,3.24,38.45
37822,59.36,1.92,29.0
37823,35.72,3.06,17.03
37824,53.06,16.21,27.86
37825,51.79,3.79,48.01
37826,52.48,4.53,20.24
37827,67.51,13.46,23.12
37828,56.46,8.99,32.08
37829,42.16,21.92,22.21
37830,54.42,17.68,38.53
37831,41.21,13.95,33.73
37832,50.5,23.15,38.6
37833,56.67,4.8,29.31
37834,62.0,4.74,29.76
37835,58.14,12.74,36.23
37836,47.37,21.79,31.73
37837,53.16,6.6,38.47
37838,51.52,7.95,31.34
37839,37.29,5.47,83.49
37840,34.86,4.72,25.02
37841,48.88,13.17,30.57
37842,56.09,6.79,17.59
37843,61.31,4.43,24.66
37844,59.73,5.29,102.93
37845,54.77,30.96,19.04
37846,41.63,13.2,27.26
37847,73.37,18.89,27.09
37848,64.01,1.18,35.3
37849,33.84,23.72,28.78
37850,64.5,24.93,35.68
37851,76.86,3.01,127.66
37852,51.03,12.47,9.04
37853,51.2,3.16,43.44
37854,56.68,3.09,35.22
37855,62.06,9.96,13.73
37856,45.78,1.35,9.52
37857,39.5,8.02,38.79
37858,47.06,2.03,18.52
37859,45.01,4.46,26.14
37860,28.68,8.12,32.13
37861,61.2,6.5,37.79
37862,57.97,5.3,43.65
37863,45.91,14.3,96.32
37864,43.12,2.17,87.54
37865,36.03,1.55,17.34
37866,44.38,6.27,37.52
37867,41.45,47.57,26.83
37868,30.78,3.55,15.89
37869,52.96,2.63,23.59
37870,55.27,19.71,29.79
37871,32.43,14.39,26.46
37872,48.1,7.41,88.97
37873,56.27,19.44,18.41
37874,37.6,27.51,43.57
37875,55.88,10.58,99.84
37876,43.5,15.83,29.8
37877,58.7,5.08,25.43
37878,57.41,35.52,30.11
37879,36.26,9.33,29.06
37880,39.55,2.61,28.65
37881,46.99,14.87,28.93
37882,53.89,4.87,36.67
37883,35.99,2.26,37.41
37884,50.11,16.83,22.96
37885,52.55,7.65,42.61
37886,64.85,1.38,30.38
37887,35.8,5.37,33.28
37888,53.49,2.91,36.45
37889,58.46,1.61,32.43
37890,41.22,9.33,34.14
37891,42.74,7.1,36.93
37892,45.01,3.35,30.01
37893,53.84,4.26,93.58
37894,41.28,8.9,24.09
37895,42.49,3.16,87.75
37896,28.97,32.94,29.42
37897,39.35,8.0,24.6
37898,37.1,9.58,27.32
37899,64.04,39.77,38.58
37900,43.92,16.1,26.66
37901,63.77,8.2,24.86
37902,64.9,30.11,27.59
37903,43.52,13.23,22.81
37904,53.63,2.6,33.22
37905,40.24,39.41,45.18
37906,63.98,18.92,15.71
37907,50.72,15.34,110.29
37908,41.43,4.45,26.58
37909,64.35,27.04,27.83
37910,78.77,15.38,15.67
37911,75.48,28.25,34.27
37912,33.84,18.42,29.28
37913,41.05,8.94,34.39
37914,48.69,14.93,27.44
37915,43.49,1.36,42.81
37916,57.8,3.12,25.51
37917,43.64,21.51,25.93
37918,58.52,5.97,27.71
37919,58.38,30.95,12.06
37920,56.87,3.86,35.13
37921,66.38,10.53,97.52
37922,50.66,3.29,26.18
37923,39.76,25.89,30.13
37924,46.07,4.14,112.51
37925,55.85,5.16,99.57
37926,60.04,7.17,22.67
37927,50.01,12.71,94.17
37928,55.2,12.75,25.15
37929,57.04,3.1,26.85
37930,47.96,4.12,28.49
37931,53.7,26.54,43.07
37932,56.47,4.28,25.83
37933,53.73,11.06,23.08
37934,56.92,49.87,25.46
37935,36.76,1.83,34.23
37936,62.21,2.98,29.33
37937,28.18,3.61,21.87
37938,52.22,5.46,44.53
37939,34.32,5.43,19.95
37940,53.92,3.45,29.99
37941,64.21,30.1,100.7
37942,42.66,6.54,108.66
37943,38.23,30.16,33.0
37944,55.65,4.68,31.59
37945,58.14,7.78,43.02
37946,50.61,6.96,32.76
37947,50.37,8.65,39.03
37948,41.1,5.36,25.61
37949,37.98,7.66,38.47
37950,40.05,42.74,31.89
37951,41.53,17.7,31.72
37952,43.85,1.68,87.87
37953,43.61,2.44,29.32
37954,49.05,15.78,39.76
37955,49.09,6.31,34.55
37956,51.84,11.67,32.18
37957,38.26,8.09,38.82
37958,40.56,2.06,17.37
37959,29.11,4.19,112.22
37960,56.57,9.27,19.9
37961,32.08,9.63,33.26
37962,44.65,2.41,27.32
37963,50.28,1.35,35.01
37964,44.37,24.22,95.77
37965,46.55,9.37,31.2
37966,44.96,14.72,86.07
37967,48.24,4.32,24.37
37968,48.78,1.27,36.29
37969,48.78,4.36,36.39
37970,43.86,7.52,47.8
37971,47.64,10.67,32.54
37972,61.14,26.76,88.11
37973,31.39,2.23,24.33
37974,47.99,36.15,33.01
37975,24.86,3.1,18.93
37976,66.31,42.91,40.84
37977,33.66,34.55,31.4
37978,46.17,4.36,30.97
37979,47.55,10.68,43.05
37980,51.83,5.29,25.79
37981,46.51,3.3,36.93
37982,57.26,1.05,27.3
37983,43.5,7.34,21.29
37984,44.16,6.28,31.53
37985,46.18,3.5,29.19
37986,35.2,12.42,47.62
37987,51.77,5.53,16.55
37988,53.82,2.52,15.9
37989,32.71,14.77,34.77
37990,47.55,8.61,27.82
37991,50.18,12.94,32.08
37992,51.9,13.93,18.87
37993,76.88,9.62,13.89
37994,27.0,14.21,44.59
37995,52.19,7.74,29.43
37996,38.85,7.27,33.93
37997,32.14,4.95,39.02
37998,59.12,4.49,25.75
37999,46.11,2.37,38.22
38000,36.53,16.06,35.55
38001,46.34,26.23,48.14
38002,51.1,14.01,27.3
38003,39.24,10.36,31.75
38004,41.0,2.15,29.67
38005,46.37,5.75,25.53
38006,60.58,19.61,47.69
38007,46.39,40.62,23.66
38008,68.96,11.98,39.86
38009,45.28,7.16,37.06
38010,38.87,2.49,19.1
38011,45.84,6.16,37.49
38012,64.85,28.03,23.83
38013,57.76,6.15,42.46
38014,46.07,15.95,24.25
38015,59.22,6.33,19.02
38016,43.82,19.26,38.63
38017,60.17,3.18,38.11
38018,53.59,3.05,34.61
38019,50.93,44.81,31.01
38020,71.73,7.13,22.43
38021,60.67,2.83,28.86
38022,57.51,1.86,26.54
38023,45.31,14.57,22.29
38024,35.28,9.45,94.91
38025,53.11,28.88,26.56
38026,42.43,8.59,28.65
38027,56.87,2.44,31.2
38028,53.37,3.68,37.68
38029,39.59,29.56,23.34
38030,37.12,6.0,31.29
38031,51.12,51.23,28.12
38032,39.72,9.52,28.15
38033,47.18,5.18,27.09
38034,29.13,6.79,20.05
38035,56.56,28.16,16.06
38036,46.94,5.36,18.25
38037,43.23,22.72,85.79
38038,53.15,23.18,33.14
38039,56.99,1.6,25.04
38040,58.6,8.13,113.35
38041,59.9,13.25,111.89
38042,67.94,3.41,23.92
38043,40.79,4.85,36.53
38044,66.65,1.55,28.48
38045,35.52,2.07,33.94
38046,29.92,10.39,19.73
38047,61.85,12.4,36.24
38048,61.25,2.26,40.6
38049,56.18,33.9,22.38
38050,61.95,22.43,38.89
38051,57.7,2.7,32.8
38052,52.41,7.02,9.23
38053,38.54,8.67,27.89
38054,49.89,22.86,33.92
38055,50.03,16.28,18.71
38056,41.92,31.98,18.29
38057,40.11,7.95,35.18
38058,49.6,8.09,26.33
38059,44.66,17.12,28.77
38060,47.22,10.81,34.06
38061,42.54,2.95,23.85
38062,47.48,4.68,24.67
38063,77.38,10.4,26.13
38064,49.74,1.09,29.63
38065,68.19,6.93,13.84
38066,33.99,14.43,21.34
38067,43.61,2.67,99.79
38068,46.52,5.93,43.6
38069,56.13,20.3,27.48
38070,52.78,13.3,25.82
38071,44.84,5.42,99.85
38072,44.88,8.22,23.61
38073,55.35,5.59,28.92
38074,61.17,14.61,31.92
38075,60.49,15.09,35.23
38076,59.07,5.33,28.68
38077,44.76,13.02,30.93
38078,49.88,10.4,33.99
38079,67.37,11.65,24.88
38080,56.53,10.93,28.58
38081,45.0,1.43,30.65
38082,61.31,13.85,12.42
38083,44.31,8.86,40.9
38084,44.75,14.58,105.99
38085,56.06,7.69,34.91
38086,61.6,3.68,30.93
38087,20.88,17.92,35.24
38088,54.56,1.18,27.08
38089,51.7,1.45,39.58
38090,44.0,16.3,21.97
38091,37.86,5.17,31.15
38092,52.13,45.3,45.47
38093,58.76,18.09,32.06
38094,71.66,4.43,42.86
38095,55.26,12.59,26.75
38096,70.7,44.68,34.99
38097,41.96,1.13,33.33
38098,55.19,30.7,24.58
38099,41.47,26.88,23.59
38100,55.84,2.27,17.3
38101,56.3,6.95,33.73
38102,50.18,6.17,29.83
38103,58.22,6.48,34.01
38104,45.74,3.89,24.64
38105,56.47,4.7,21.66
38106,43.03,9.25,27.76
38107,39.92,1.93,115.5
38108,66.11,26.43,32.96
38109,51.08,8.37,33.4
38110,45.68,16.65,34.47
38111,57.38,23.45,119.76
38112,51.01,4.91,36.0
38113,58.89,7.16,31.64
38114,43.63,4.45,24.76
38115,65.1,19.23,33.58
38116,57.07,14.95,36.47
38117,36.79,31.78,42.84
38118,32.61,5.99,19.45
38119,46.16,26.54,21.87
38120,54.58,27.43,41.39
38121,38.37,4.06,28.4
38122,42.24,9.91,26.64
38123,47.14,5.84,34.57
38124,61.26,4.15,45.81
38125,39.89,14.0,14.17
38126,62.37,12.31,34.37
38127,45.75,12.58,23.31
38128,70.16,12.1,29.7
38129,42.7,4.77,34.05
38130,42.62,1.12,28.69
38131,49.97,13.74,110.76
38132,32.29,10.24,22.86
38133,44.68,23.33,33.04
38134,40.04,14.3,107.96
38135,49.36,6.97,37.01
38136,47.12,13.95,37.58
38137,45.06,6.92,32.43
38138,54.26,14.93,21.99
38139,61.16,6.77,41.17
38140,50.83,13.4,40.77
38141,47.15,16.27,21.98
38142,41.17,2.56,30.88
38143,52.41,8.67,42.78
38144,54.71,1.55,24.75
38145,37.45,8.42,81.18
38146,54.97,3.18,34.92
38147,71.29,5.31,101.3
38148,62.07,2.15,31.57
38149,38.48,14.94,30.27
38150,37.49,4.73,31.87
38151,60.01,19.51,28.5
38152,52.83,2.59,42.85
38153,34.59,6.42,11.53
38154,40.81,13.98,42.86
38155,34.21,19.29,104.1
38156,41.39,11.51,40.01
38157,59.27,15.53,32.22
38158,42.5,7.64,35.21
38159,42.36,1.6,100.36
38160,64.31,2.35,25.61
38161,40.19,23.54,84.03
38162,49.62,4.69,23.52
38163,63.63,7.9,20.73
38164,53.58,17.96,20.37
38165,65.62,59.82,23.56
38166,47.06,22.98,32.65
38167,36.03,5.69,21.5
38168,54.77,2.33,89.85
38169,52.85,13.08,23.01
38170,51.18,6.55,38.35
38171,50.34,8.88,26.62
38172,44.14,1.28,17.77
38173,60.47,4.79,20.71
38174,56.73,3.16,34.55
38175,37.47,9.86,24.41
38176,63.08,14.98,100.21
38177,47.17,1.03,34.8
38178,41.7,2.37,32.35
38179,43.98,5.68,117.15
38180,52.11,5.08,39.74
38181,62.48,7.45,103.49
38182,69.94,4.91,26.57
38183,52.51,18.58,34.39
