,Normal_Samples,Exponential_Samples,Bimodal_Samples
59555,52.49,10.91,31.34
59556,62.68,5.58,34.24
59557,56.25,8.18,30.44
59558,65.57,3.84,25.96
59559,60.96,12.37,36.7
59560,45.26,1.33,35.49
59561,45.04,15.67,34.73
59562,66.72,25.99,22.48
59563,35.42,13.82,40.46
59564,56.91,50.07,39.29
59565,78.2,1.81,25.97
59566,63.84,3.97,13.48
59567,52.46,2.17,115.57
59568,60.42,29.33,23.54
59569,44.81,14.37,115.67
59570,39.93,3.28,25.23
59571,66.69,46.48,26.67
59572,51.17,7.07,33.69
59573,39.0,8.64,23.46
59574,44.86,4.94,32.75
59575,56.91,2.51,33.03
59576,62.5,6.57,32.35
59577,51.0,101.65,38.88
59578,57.23,8.87,33.26
59579,50.2,2.83,46.37
59580,52.88,49.15,26.83
59581,52.13,7.46,26.38
59582,39.68,13.0,24.53
59583,65.17,17.24,28.5
59584,49.45,5.9,44.92
59585,66.69,32.76,28.15
59586,68.74,2.34,24.39
59587,67.92,8.1,40.09
59588,65.46,1.63,42.55
59589,41.97,6.15,29.4
59590,53.71,2.16,40.35
59591,47.87,25.21,38.59
59592,50.49,1.32,28.49
59593,44.2,4.71,26.31
59594,52.8,4.08,28.15
59595,60.23,37.73,90.35
59596,37.61,2.88,30.67
59597,72.62,2.3,29.32
59598,33.87,3.77,24.1
59599,69.09,12.6,13.55
59600,52.53,1.21,41.44
59601,37.24,1.17,18.22
59602,49.73,3.2,30.1
59603,31.13,10.87,29.54
59604,52.2,2.73,19.09
59605,43.03,7.21,31.53
59606,43.7,1.16,30.31
59607,66.87,4.27,33.66
59608,54.79,3.11,33.76
59609,40.83,2.85,22.25
59610,58.25,12.47,29.2
59611,66.22,3.94,18.61
59612,52.43,5.12,11.96
59613,28.76,11.55,16.91
59614,54.24,10.03,54.24
59615,52.07,9.67,29.75
59616,59.22,3.84,25.36
59617,53.33,1.87,26.07
59618,55.77,9.54,27.92
59619,49.92,4.53,29.6
59620,63.93,9.58,30.68
59621,60.59,7.65,39.92
59622,40.14,1.32,42.32
59623,36.56,6.57,11.19
59624,39.26,8.9,87.37
59625,50.95,4.52,32.62
59626,42.25,11.46,47.97
59627,53.19,19.28,98.28
59628,38.96,15.19,36.22
59629,33.23,1.89,27.52
59630,47.05,3.19,37.54
59631,54.04,8.48,38.49
59632,66.58,3.11,20.94
59633,69.49,19.2,29.85
59634,55.51,18.89,20.57
59635,44.17,2.95,35.31
59636,52.93,4.66,35.42
59637,56.68,7.31,27.95
59638,31.03,27.11,23.95
59639,54.31,35.82,43.29
59640,51.39,2.2,23.91
59641,44.06,3.28,19.74
59642,56.88,1.2,35.84
59643,29.38,6.7,32.82
59644,42.59,1.92,24.81
59645,55.8,13.71,30.06
59646,35.04,1.8,44.94
59647,66.65,16.78,22.63
59648,48.97,38.85,84.32
59649,62.41,1.34,37.24
59650,38.42,2.81,26.31
59651,64.0,14.99,29.7
59652,60.58,1.3,23.31
59653,54.16,15.63,20.95
59654,52.85,2.95,27.99
59655,45.3,3.85,99.29
59656,50.77,1.22,29.9
59657,58.91,23.39,30.44
59658,52.42,10.11,22.72
59659,49.32,8.39,104.04
59660,51.54,10.78,25.98
59661,30.71,4.72,33.9
59662,56.7,5.22,28.44
59663,63.96,13.35,38.52
59664,74.33,9.37,15.06
59665,75.11,8.11,13.33
59666,55.65,7.24,30.2
59667,48.18,4.12,14.86
59668,56.9,9.4,31.56
59669,45.32,3.32,25.43
59670,57.3,12.49,33.05
59671,42.99,24.71,25.07
59672,49.15,16.43,28.7
59673,57.63,14.22,30.48
59674,32.24,12.68,34.18
59675,30.71,1.68,42.03
59676,56.7,10.31,34.59
59677,52.69,2.15,26.96
59678,52.22,14.61,27.2
59679,17.76,22.72,46.53
59680,46.04,12.16,52.45
59681,44.07,7.2,31.75
59682,51.36,5.87,37.63
59683,65.69,14.83,34.0
59684,44.76,9.65,30.88
59685,40.3,18.9,33.07
59686,65.57,17.61,22.01
59687,50.06,11.45,30.43
59688,44.73,12.5,27.79
59689,44.71,5.87,17.69
59690,65.27,6.36,38.68
59691,53.18,3.35,27.97
59692,47.11,1.64,29.89
59693,55.8,10.33,40.74
59694,27.59,10.78,34.4
59695,52.62,1.57,40.91
59696,46.64,10.39,13.86
59697,48.36,23.75,35.24
59698,35.82,17.44,31.53
59699,51.63,1.13,19.03
59700,52.24,3.11,34.22
59701,40.91,15.32,16.16
59702,47.23,6.46,23.73
59703,47.74,13.47,20.49
59704,35.3,35.47,29.71
59705,56.94,4.17,37.05
59706,56.65,5.33,124.17
59707,48.68,30.08,27.8
59708,37.35,19.51,23.4
59709,36.37,24.69,32.63
59710,39.54,19.8,32.09
59711,57.27,9.3,32.27
59712,38.27,2.87,27.21
59713,45.91,5.46,25.73
59714,40.83,3.95,26.75
59715,38.17,1.1,34.5
59716,49.5,6.02,50.78
59717,41.57,8.15,39.65
59718,58.22,4.3,29.07
59719,38.05,16.18,21.48
59720,65.21,24.09,25.24
59721,48.6,9.13,26.69
59722,59.98,10.83,19.0
59723,54.42,5.44,35.49
59724,45.28,10.42,34.59
59725,37.16,2.77,36.37
59726,56.28,8.76,22.63
59727,64.92,8.0,99.43
59728,42.17,11.37,15.66
59729,66.1,11.05,31.18
59730,52.58,12.77,38.04
59731,55.15,4.98,35.46
59732,28.34,1.97,41.54
59733,57.13,14.17,41.07
59734,51.39,16.33,19.34
59735,35.74,5.29,34.44
59736,55.66,34.7,38.12
59737,52.87,5.67,26.72
59738,63.43,31.61,42.3
59739,49.99,9.46,32.41
59740,44.41,36.51,10.25
59741,39.72,3.83,23.4
59742,44.09,17.75,27.52
59743,40.87,3.94,39.61
59744,45.51,14.22,30.99
59745,42.15,27.8,38.2
59746,48.73,29.7,24.51
59747,37.61,6.79,24.83
59748,57.93,2.96,28.42
59749,59.64,5.82,35.84
59750,55.17,2.56,29.08
59751,57.21,18.37,91.91
59752,69.03,1.76,38.21
59753,36.5,25.31,33.31
59754,45.57,1.21,39.31
59755,41.55,9.37,24.52
59756,54.24,14.88,17.11
59757,36.67,18.23,20.99
59758,45.52,7.56,36.37
59759,57.53,15.67,35.23
59760,45.21,27.36,30.48
59761,48.34,6.3,43.34
59762,69.51,11.21,29.14
59763,48.46,12.74,93.1
59764,54.82,2.04,28.06
59765,60.66,19.36,95.27
59766,60.47,1.18,39.06
59767,48.75,2.54,40.81
59768,51.63,24.88,33.23
59769,50.81,4.49,21.26
59770,45.08,4.5,24.56
59771,39.25,4.49,26.03
59772,52.55,29.05,37.34
59773,48.3,1.57,35.53
59774,48.92,31.34,30.18
59775,47.5,2.7,15.59
59776,60.11,10.64,26.39
59777,48.09,6.59,35.07
59778,45.37,13.71,100.5
59779,35.05,3.45,29.58
59780,38.29,3.5,32.17
59781,52.88,28.48,30.37
59782,48.53,4.57,22.31
59783,72.06,22.47,16.01
59784,44.79,21.84,35.24
59785,42.49,12.62,28.27
59786,65.97,43.11,35.57
59787,55.87,12.58,36.7
59788,41.24,8.59,28.26
59789,47.07,29.13,31.88
59790,49.66,15.09,15.46
59791,48.16,6.09,29.87
59792,59.83,11.46,101.9
59793,45.25,6.61,34.72
59794,66.5,17.35,49.37
59795,52.1,16.85,29.23
59796,62.83,21.94,35.51
59797,32.05,5.87,26.44
59798,51.7,12.98,30.47
59799,60.74,8.24,25.07
59800,45.68,6.57,29.6
59801,47.44,16.48,31.1
59802,28.5,27.12,27.05
59803,64.66,4.93,31.1
59804,43.06,5.28,44.64
59805,43.35,11.98,39.63
59806,52.82,12.98,19.32
59807,56.69,7.4,105.88
59808,51.74,5.26,15.5
59809,49.81,6.62,21.87
59810,65.93,11.4,44.26
59811,54.59,2.41,40.24
59812,50.11,32.33,26.49
59813,49.26,1.07,18.04
59814,61.85,7.24,99.71
59815,31.34,6.5,24.6
59816,57.63,10.53,33.2
59817,45.19,4.32,20.23
59818,49.57,2.56,23.9
59819,54.89,8.48,33.2
59820,57.19,12.15,37.44
59821,71.13,23.71,84.13
59822,31.21,11.95,38.07
59823,61.59,12.17,100.64
59824,57.37,16.72,39.48
59825,43.33,15.83,32.94
59826,50.85,14.59,24.75
59827,36.08,15.39,23.63
59828,55.56,12.61,112.28
59829,39.25,6.17,39.6
59830,53.31,14.87,21.07
59831,50.25,25.52,32.45
59832,35.48,11.37,34.39
59833,34.85,3.56,44.85
59834,44.05,5.58,30.96
59835,54.45,40.7,27.07
59836,36.74,4.27,32.19
59837,39.3,2.98,37.19
59838,61.69,33.42,36.84
59839,51.54,3.35,89.45
59840,22.73,14.38,36.1
59841,39.01,10.02,24.38
59842,49.1,10.71,23.91
59843,66.19,7.64,42.82
59844,48.61,3.06,33.14
59845,53.12,2.66,18.63
59846,73.19,2.89,40.19
59847,56.4,5.5,29.15
59848,55.43,14.94,30.03
59849,56.04,30.26,35.4
59850,55.38,4.9,20.84
59851,57.74,11.2,30.5
59852,56.35,8.27,23.97
59853,51.22,56.0,29.02
59854,66.04,1.57,49.8
59855,52.69,6.7,28.21
59856,47.55,16.03,25.94
59857,51.07,8.9,31.0
59858,48.66,11.56,38.48
59859,62.16,17.25,31.32
59860,62.81,12.15,32.7
59861,51.47,4.59,96.88
59862,29.95,3.95,20.79
59863,28.63,3.74,28.47
59864,64.33,10.59,22.37
59865,52.68,16.19,25.13
59866,57.63,6.62,40.67
59867,44.7,3.08,19.79
59868,54.71,8.81,41.76
59869,54.5,16.92,92.06
59870,51.0,6.62,29.07
59871,38.95,14.91,19.9
59872,49.22,13.21,33.55
59873,53.25,26.84,34.87
59874,43.19,8.54,34.78
59875,52.16,1.54,27.66
59876,50.96,2.97,24.63
59877,53.95,6.18,28.3
59878,51.98,7.62,23.33
59879,49.03,6.94,27.41
59880,51.0,8.97,18.79
59881,50.17,2.62,29.41
59882,62.17,4.36,25.4
59883,37.26,5.75,27.79
59884,43.01,2.43,36.62
59885,51.1,2.12,41.65
59886,54.76,3.15,29.59
59887,71.86,4.31,35.02
59888,66.83,7.69,39.48
59889,60.32,5.68,23.89
59890,51.46,5.37,40.13
59891,50.31,41.07,45.4
59892,39.1,4.05,42.27
59893,49.7,4.67,45.84
59894,47.98,1.13,36.78
59895,32.28,3.71,45.48
59896,40.75,14.95,21.24
59897,36.89,10.82,32.88
59898,50.76,1.81,40.52
59899,30.35,5.16,28.31
59900,52.35,19.37,24.68
59901,59.53,10.24,32.32
59902,67.64,21.79,90.33
59903,54.44,9.15,41.04
59904,51.28,4.47,17.67
59905,50.1,23.31,40.58
59906,47.05,19.28,21.96
59907,30.12,5.06,37.57
59908,54.84,8.7,40.76
59909,43.79,10.82,32.36
59910,40.91,11.37,39.9
59911,53.33,8.83,27.62
59912,43.12,1.84,39.48
59913,65.15,8.26,39.56
59914,37.64,20.21,40.03
59915,58.57,7.88,37.44
59916,50.96,13.88,48.59
59917,57.28,4.29,24.69
59918,46.5,12.05,35.36
59919,33.04,1.27,49.94
59920,58.18,27.5,35.64
59921,54.36,2.4,38.97
59922,54.37,27.36,34.33
59923,59.73,1.89,46.93
59924,56.96,12.22,30.33
59925,62.99,12.36,32.04
59926,61.62,6.11,33.0
59927,50.75,3.15,19.03
59928,40.96,5.27,101.52
59929,39.6,55.18,25.74
59930,55.22,5.84,40.88
59931,35.83,10.7,35.81
59932,56.99,5.57,29.21
59933,41.98,17.17,25.48
59934,51.75,10.01,30.51
59935,56.2,1.53,42.05
59936,40.1,13.34,25.13
59937,37.6,5.61,31.77
59938,72.99,9.58,25.85
59939,40.49,13.79,23.82
59940,44.91,3.34,43.43
59941,41.11,6.12,34.92
59942,39.78,7.08,18.34
59943,39.6,3.85,103.62
59944,47.86,40.08,31.04
59945,56.02,6.89,31.23
59946,40.52,1.02,22.05
59947,39.58,13.0,103.08
59948,51.06,12.57,97.13
59949,48.42,5.84,35.27
59950,41.5,2.7,37.17
59951,43.95,1.47,22.96
59952,60.81,15.01,92.2
59953,51.88,2.66,16.03
59954,59.46,7.98,20.57
59955,32.58,21.45,18.91
59956,67.04,7.37,21.18
59957,45.85,3.74,28.96
59958,59.34,8.12,30.35
59959,54.44,1.24,30.16
59960,52.41,2.66,45.93
59961,36.44,3.02,30.48
59962,50.85,9.49,41.89
59963,44.36,4.81,40.82
59964,52.35,18.08,32.52
59965,45.14,17.53,101.53
59966,54.72,9.45,29.37
59967,47.77,8.49,98.14
59968,68.03,1.02,36.82
59969,50.01,6.03,30.19
59970,62.36,31.08,44.32
59971,46.02,8.0,31.95
59972,44.22,16.55,30.3
59973,52.55,34.55,35.78
59974,50.15,6.91,41.55
59975,55.51,3.47,78.24
59976,54.25,2.92,33.08
59977,58.43,15.69,35.01
59978,50.03,20.26,41.39
59979,49.51,2.96,36.96
59980,49.09,3.23,35.46
59981,45.83,3.89,29.63
59982,59.01,18.91,33.14
59983,57.5,19.81,30.41
59984,70.36,29.21,40.91
59985,61.97,4.87,33.88
59986,41.61,19.98,30.75
59987,37.09,2.87,17.65
59988,47.26,1.86,31.44
59989,30.72,5.2,18.4
59990,54.94,16.75,26.5
59991,50.28,18.94,31.44
59992,59.42,11.9,21.58
59993,44.32,11.21,24.13
59994,54.52,2.04,30.86
59995,60.13,52.52,15.7
59996,33.75,24.17,39.79
59997,43.47,1.18,33.05
59998,46.6,5.55,32.08
59999,49.63,2.79,27.66
60000,33.14,13.86,32.47
60001,81.61,35.9,38.1
60002,63.5,9.39,23.65
60003,62.26,14.01,26.71
60004,44.43,9.36,28.66
60005,39.25,26.29,31.04
60006,43.2,2.95,15.21
60007,68.25,13.93,25.77
60008,45.53,20.67,37.57
60009,50.25,2.48,19.42
60010,54.19,3.11,119.67
60011,38.12,20.42,23.08
60012,45.85,9.92,108.36
60013,60.25,2.44,39.37
60014,48.94,1.92,39.08
60015,48.76,7.01,38.56
60016,25.7,8.96,23.62
60017,51.06,14.21,34.34
60018,54.24,13.9,26.05
60019,40.4,23.33,42.1
60020,44.5,39.33,36.94
60021,44.61,20.18,92.42
60022,56.81,9.12,34.43
60023,27.97,36.5,39.65
60024,46.59,1.56,33.23
60025,53.25,10.3,83.91
60026,65.26,7.38,22.82
60027,54.53,23.16,20.42
60028,58.03,10.09,35.37
60029,50.4,2.27,43.52
60030,50.75,18.01,25.55
60031,32.38,17.52,80.9
60032,47.74,16.25,20.34
60033,40.55,24.49,39.74
60034,47.23,2.5,34.11
60035,43.12,14.48,101.3
60036,45.84,24.31,26.31
60037,50.29,6.72,30.12
60038,40.26,6.16,35.49
60039,49.95,5.14,39.21
60040,35.84,3.67,32.46
60041,46.95,14.1,23.26
60042,49.57,6.33,30.24
60043,39.6,30.47,28.14
60044,69.85,18.86,35.34
60045,76.33,37.86,25.39
60046,66.34,9.3,16.24
60047,41.54,2.91,42.0
60048,45.16,9.1,22.13
60049,66.32,2.66,30.28
60050,39.37,3.27,17.34
60051,45.2,3.06,10.53
60052,62.63,1.31,30.85
60053,29.09,4.19,17.42
60054,44.34,1.11,23.45
60055,59.23,3.15,42.53
60056,38.12,3.3,111.65
60057,63.46,39.93,24.53
60058,66.95,4.77,27.16
60059,55.08,6.89,32.68
60060,74.13,30.23,94.19
60061,64.9,10.49,33.67
60062,51.61,16.33,29.53
60063,65.04,10.55,22.79
60064,41.88,1.61,99.12
60065,42.66,23.45,30.46
60066,45.94,28.04,34.25
60067,49.0,5.19,36.05
60068,51.6,16.96,30.94
60069,39.71,6.94,36.26
60070,48.26,1.05,21.76
60071,44.36,15.44,97.13
60072,47.86,2.34,41.26
60073,46.88,2.36,37.01
60074,43.92,2.56,30.92
60075,55.63,38.11,30.38
60076,46.05,9.65,24.08
60077,59.24,33.08,27.14
60078,59.56,2.49,33.08
60079,54.22,4.54,31.47
60080,51.66,6.74,26.62
60081,46.71,3.77,31.37
60082,45.23,6.98,34.2
60083,56.33,1.64,33.16
60084,43.41,20.02,42.77
60085,50.14,2.43,18.32
60086,40.4,2.85,27.63
60087,40.4,7.99,10.42
60088,48.89,12.7,38.95
60089,40.14,1.55,33.71
60090,34.0,1.22,99.47
60091,46.01,4.1,24.05
60092,47.28,32.13,19.94
60093,48.34,4.43,28.74
60094,47.99,11.16,28.79
60095,36.0,3.34,40.46
60096,57.94,1.72,42.75
60097,57.29,24.96,34.04
60098,51.33,16.64,30.63
60099,49.1,4.55,30.21
60100,40.29,2.84,22.13
60101,68.49,18.05,19.22
60102,54.37,7.96,34.13
60103,34.45,8.34,23.59
60104,48.21,6.51,32.49
60105,40.05,3.97,31.24
60106,50.91,8.63,77.43
60107,42.29,11.52,35.19
60108,59.63,5.77,23.98
60109,42.52,12.27,38.88
60110,37.39,10.61,28.23
60111,44.49,7.37,18.75
60112,56.4,2.02,23.27
60113,35.86,7.29,36.93
60114,57.51,26.31,28.79
60115,60.5,21.91,29.87
60116,57.41,3.27,18.1
60117,58.97,7.38,31.73
60118,44.7,7.58,31.22
60119,50.5,2.89,19.24
60120,49.95,1.81,27.39
60121,59.34,2.32,50.97
60122,45.08,11.22,22.74
60123,43.63,5.23,30.1
60124,43.02,15.61,36.57
60125,54.54,10.03,32.21
60126,40.93,22.63,20.97
60127,48.41,15.25,24.67
60128,32.74,34.63,22.08
60129,27.83,2.25,17.25
60130,40.0,3.3,40.89
60131,49.8,6.06,28.1
60132,64.05,6.54,101.82
60133,56.98,10.96,24.88
60134,63.93,32.83,19.27
60135,49.41,20.34,13.63
60136,54.91,31.99,32.48
60137,42.23,7.15,19.45
60138,45.78,15.9,24.06
60139,52.4,5.82,108.66
60140,38.34,25.65,20.97
60141,59.96,3.81,30.74
60142,34.14,17.78,37.94
60143,61.92,1.7,34.69
60144,43.02,9.54,35.3
60145,53.97,10.09,17.99
60146,54.44,6.28,40.1
60147,44.48,3.54,111.83
60148,49.21,12.47,44.03
60149,47.65,1.36,32.46
60150,41.26,3.83,24.03
60151,59.64,4.26,15.95
60152,45.96,11.44,32.47
60153,50.15,15.04,35.82
60154,64.46,5.06,22.23
60155,40.72,5.15,13.6
60156,45.5,24.15,30.54
60157,53.57,38.46,29.28
60158,39.56,14.27,37.61
60159,50.38,31.39,34.41
60160,36.82,1.71,20.32
60161,57.84,16.03,23.83
60162,60.36,5.08,94.21
60163,41.42,3.04,46.58
60164,55.56,4.14,39.34
60165,68.77,6.61,26.45
60166,34.56,15.97,22.82
60167,49.85,29.27,9.73
60168,43.02,8.77,35.42
60169,33.05,22.66,41.99
60170,47.38,3.8,30.11
60171,45.93,21.98,34.93
60172,44.71,19.64,45.27
60173,45.22,13.81,22.59
60174,49.58,1.53,27.7
60175,39.88,8.4,16.39
60176,53.01,7.66,20.8
60177,51.8,6.57,24.53
60178,69.16,3.64,38.4
60179,51.74,3.28,31.79
60180,53.32,2.63,34.3
60181,49.87,5.47,101.38
60182,43.73,6.99,41.18
60183,53.02,36.29,35.97
60184,57.1,7.72,92.74
60185,41.46,15.51,27.28
60186,31.03,9.89,35.11
60187,56.31,7.7,20.97
60188,67.27,1.05,35.02
60189,58.01,29.93,39.32
60190,63.19,1.93,27.65
60191,54.62,12.4,34.35
60192,53.09,10.24,37.42
60193,62.29,6.0,26.38
60194,36.47,1.98,36.05
60195,35.68,2.98,22.86
60196,46.21,9.46,45.36
60197,51.12,10.29,38.11
60198,40.5,11.84,33.43
60199,46.51,3.69,15.04
60200,50.67,6.67,31.91
60201,54.81,18.38,43.09
60202,56.22,11.58,45.15
60203,50.32,12.67,27.59
60204,52.41,7.62,34.93
60205,60.79,1.22,25.71
60206,61.46,20.94,46.15
60207,52.25,7.07,36.37
60208,54.4,7.12,18.85
60209,42.08,4.48,43.91
60210,55.62,2.98,29.81
60211,75.65,3.24,36.52
60212,59.8,10.04,20.28
60213,44.42,8.82,29.55
60214,34.59,1.64,40.41
60215,49.1,25.94,88.56
60216,49.41,1.43,34.74
60217,38.92,34.55,33.12
60218,23.98,2.1,28.97
60219,36.35,11.85,31.36
60220,70.32,5.8,106.64
60221,39.69,43.75,33.42
60222,41.76,3.73,26.64
60223,38.05,6.12,26.74
60224,41.51,4.54,50.29
60225,47.11,3.3,37.56
60226,50.61,4.41,1.67
60227,41.09,10.36,29.88
60228,64.58,8.44,20.78
60229,53.27,25.41,24.53
60230,43.95,20.38,32.18
60231,54.17,7.29,84.58
60232,51.44,12.14,32.01
60233,48.24,3.83,30.2
60234,65.2,4.18,97.78
60235,45.34,10.53,14.13
60236,56.18,12.8,42.7
60237,59.12,1.92,27.04
60238,51.76,28.29,31.53
60239,62.21,7.25,36.34
60240,49.84,5.66,89.83
60241,50.4,2.87,38.04
60242,54.35,23.62,20.38
60243,47.42,12.54,41.02
60244,57.47,33.65,33.31
60245,54.07,7.46,24.97
60246,57.56,11.67,26.91
60247,53.83,43.4,42.53
60248,47.0,7.44,26.41
60249,41.3,6.68,27.02
60250,56.7,6.49,53.59
60251,46.21,9.8,32.45
60252,65.23,1.9,9.85
60253,51.49,21.21,16.97
60254,46.52,9.27,29.19
60255,53.52,22.74,27.04
60256,33.84,6.02,27.3
60257,44.1,5.55,35.75
60258,40.82,4.07,88.9
60259,49.25,29.64,30.57
60260,54.77,39.56,35.08
60261,38.67,4.09,25.78
60262,53.11,3.35,35.18
60263,53.69,5.87,74.81
60264,35.79,3.21,27.37
60265,40.13,6.18,31.97
60266,43.35,2.05,96.19
60267,39.19,8.65,27.08
60268,41.54,7.47,32.82
60269,57.22,10.73,5.67
60270,70.02,2.65,38.32
60271,51.02,29.21,90.94
60272,39.48,16.2,25.78
60273,58.02,38.77,36.64
60274,49.63,17.19,35.59
60275,56.43,3.7,89.26
60276,49.27,8.87,46.96
60277,48.81,31.59,27.0
60278,46.57,6.74,22.01
60279,34.53,16.49,26.56
60280,51.16,19.61,30.15
60281,47.06,7.29,41.66
60282,41.16,1.07,9.5
60283,47.46,1.97,25.7
60284,48.26,14.89,105.57
60285,48.19,2.74,35.1
60286,37.01,26.13,32.85
60287,54.41,3.87,37.08
60288,50.62,7.98,22.79
60289,42.71,12.68,18.1
60290,54.08,15.49,105.12
60291,61.69,9.27,41.81
60292,41.13,1.48,42.57
60293,36.16,17.26,25.05
60294,31.08,2.66,83.6
60295,60.19,2.54,23.34
60296,49.35,14.47,85.69
60297,52.83,9.9,43.46
60298,48.15,18.52,33.67
60299,39.98,1.42,15.71
60300,52.68,15.87,15.38
60301,54.21,34.76,29.38
60302,53.19,25.28,27.17
60303,34.46,4.43,34.78
60304,53.32,2.01,25.38
60305,47.08,6.35,29.88
60306,51.92,3.7,32.39
60307,57.32,7.87,41.41
60308,41.68,5.67,33.84
60309,45.23,7.09,41.22
60310,63.4,11.33,42.34
60311,47.24,2.37,17.77
60312,46.87,17.29,26.08
60313,41.09,11.64,27.04
60314,44.13,6.93,28.97
60315,53.66,20.75,101.65
60316,51.48,7.52,32.93
60317,29.28,7.75,33.24
60318,54.81,1.78,43.66
60319,55.2,3.0,97.61
60320,31.48,10.59,33.58
60321,42.62,11.31,25.46
60322,49.71,7.97,22.04
60323,57.39,2.44,24.1
60324,49.2,5.87,30.84
60325,48.83,16.08,39.6
60326,45.35,1.06,19.09
60327,59.11,9.77,34.5
60328,56.7,12.88,15.4
60329,58.02,10.85,24.82
60330,62.11,15.8,118.06
60331,53.38,12.13,28.5
60332,64.65,5.45,25.13
60333,67.72,36.61,26.17
60334,43.77,7.26,26.21
60335,45.58,5.43,21.87
60336,52.4,7.82,30.71
60337,58.35,1.8,35.03
60338,47.76,4.67,95.42
60339,50.8,16.57,22.29
60340,48.73,3.6,34.42
60341,46.23,2.05,22.18
60342,39.84,12.06,44.9
60343,41.59,1.29,24.51
60344,56.0,12.53,29.43
60345,62.4,9.33,12.16
60346,63.0,1.23,26.3
60347,57.54,6.65,22.19
60348,47.8,10.69,23.72
60349,51.99,2.56,23.04
60350,50.4,45.27,34.79
60351,53.24,6.31,100.93
60352,71.06,17.26,31.81
60353,53.29,24.65,21.0
60354,43.59,4.91,24.21
60355,43.93,7.99,30.14
60356,32.59,3.03,30.67
60357,31.13,36.42,29.1
60358,58.35,12.36,34.98
60359,61.66,8.36,28.72
60360,51.9,2.16,29.97
60361,50.6,7.36,91.32
60362,45.84,1.21,27.42
60363,62.97,8.74,25.37
60364,52.75,10.41,10.84
60365,66.82,2.7,32.06
60366,48.34,12.78,43.29
60367,48.01,5.51,25.93
60368,56.73,6.95,24.91
60369,69.3,3.68,32.32
60370,60.52,3.1,22.42
60371,39.43,29.55,17.23
60372,46.32,25.5,98.02
60373,52.19,10.93,29.9
60374,49.96,8.92,26.8
60375,46.9,14.14,18.82
60376,40.75,5.1,31.57
60377,52.53,5.9,41.12
60378,65.87,2.82,36.35
60379,50.06,1.88,103.97
60380,52.38,4.4,30.04
60381,27.42,2.16,18.02
60382,50.51,7.84,21.48
60383,46.14,34.19,25.71
60384,51.34,3.53,24.81
60385,44.2,3.68,38.17
60386,27.36,11.83,19.82
60387,50.25,14.91,37.96
60388,44.57,5.12,94.08
60389,49.22,4.29,25.06
60390,50.27,23.55,32.15
60391,40.7,39.51,19.6
60392,46.95,9.53,27.84
60393,55.8,4.1,31.75
60394,63.09,18.02,26.03
60395,40.34,23.74,32.86
60396,57.78,12.88,23.35
60397,54.07,20.17,32.16
60398,47.17,22.07,23.3
60399,55.82,23.12,24.31
60400,30.67,15.35,35.16
60401,71.72,5.53,20.84
60402,47.62,2.03,23.16
60403,41.96,1.82,79.62
60404,43.92,11.63,21.85
60405,44.87,4.35,39.19
60406,58.73,1.49,26.02
60407,55.54,2.05,26.12
60408,45.52,17.65,40.24
60409,50.32,2.22,24.59
60410,48.62,6.41,23.34
60411,45.22,4.94,32.6
60412,59.2,17.25,26.67
60413,34.92,4.95,30.18
60414,40.92,4.61,44.56
60415,41.71,10.81,25.19
60416,69.94,2.35,34.42
60417,56.76,18.06,36.38
60418,44.45,1.03,26.59
60419,39.89,15.83,37.81
60420,46.36,23.99,35.76
60421,32.82,9.15,15.43
60422,52.9,12.82,106.8
60423,56.04,8.0,18.42
60424,51.44,22.51,15.46
60425,46.85,1.58,32.62
60426,27.85,18.39,30.49
60427,36.73,7.74,20.23
60428,58.66,8.78,15.32
60429,45.46,1.7,40.6
60430,44.93,4.35,44.13
60431,54.35,5.94,35.35
60432,42.57,5.57,43.59
60433,38.76,1.87,23.27
60434,49.1,3.41,95.29
60435,54.21,8.36,36.4
60436,23.75,3.49,97.64
60437,55.6,1.32,42.13
60438,55.56,9.36,33.06
60439,42.53,9.53,30.31
60440,33.05,1.38,36.76
60441,48.01,4.02,24.95
60442,42.93,9.64,20.88
60443,47.35,1.68,29.86
60444,22.84,2.87,35.09
60445,48.22,5.82,15.34
60446,32.39,15.07,29.25
60447,52.57,7.43,20.59
60448,60.74,6.61,35.6
60449,47.09,12.92,28.72
60450,52.87,7.41,35.37
60451,77.14,12.55,35.61
60452,53.02,10.01,41.76
60453,51.19,12.46,42.09
60454,46.44,6.13,36.89
60455,63.06,6.95,25.75
60456,45.06,6.14,11.8
60457,41.83,31.33,34.24
60458,60.32,3.91,95.82
60459,36.99,8.78,37.53
60460,62.15,11.62,22.36
60461,35.66,9.53,42.91
60462,52.84,9.42,44.22
60463,27.27,30.21,38.18
60464,44.63,1.02,23.5
60465,47.25,15.14,85.18
60466,50.5,12.51,15.73
60467,58.73,11.2,33.53
60468,58.48,6.39,29.39
60469,46.81,8.7,34.93
60470,56.32,3.32,17.95
60471,46.51,16.99,32.15
60472,41.42,2.99,13.86
60473,58.94,5.62,9.62
60474,62.75,10.48,22.96
60475,60.91,22.87,17.83
60476,58.58,3.23,13.46
60477,50.26,6.27,99.36
60478,55.8,9.07,23.68
60479,48.47,5.65,28.48
60480,48.68,6.88,9.57
60481,49.27,3.32,38.85
60482,36.82,22.64,37.67
60483,71.02,7.07,28.16
60484,54.1,8.04,26.42
60485,42.28,1.76,23.73
